#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:10

AllEnglish::LEP::P082,devote yourself to,verb,phrase,/dɪˈvəʊt jɔːˈself tuː/,To give most of your time and energy to a particular activity.,I decided that I had to devote myself to that.,She devoted herself to learning Japanese.,He devoted his life to science.,B2
AllEnglish::LEP::P082,make do with,verb,phrase,/meɪk duː wɪð/,To manage successfully using the resources available.,I had to make do with what we had.,We didn't have professional equipment so we had to make do.,We'll just have to make do with less money.,C1
AllEnglish::LEP::P082,on the precipice of,prepositional phrase,idiom,/ɒn ðə ˈpresɪpɪs ɒv/,To be very close to an important event or breakthrough.,Maybe we were on the precipice of something big.,The company seemed to be on the precipice of enormous success.,They stood on the precipice of disaster.,C2
AllEnglish::LEP::P082,go full circle,verb,idiom,/ɡəʊ fʊl ˈsɜːkəl/,To return to a situation similar to where you started.,It's kind of taken me full circle in a way.,After years in business she went full circle and became a teacher.,Fashion trends always seem to come full circle.,C1
AllEnglish::LEP::P082,drift into,verb,phrasal verb,/drɪft ˈɪntuː/,To move gradually and unintentionally into a new situation.,I drifted from the band into marketing.,He drifted from engineering into teaching without planning it.,She drifted into a career in finance.,C1
AllEnglish::LEP::P082,banter,noun,uncountable,/ˈbæntər/,Very funny and playful conversation involving jokes and teasing.,It was just a lot of mad banter and jokes.,Every Friday the office is full of mad banter.,He is great at friendly banter.,C1
AllEnglish::LEP::P082,geezer,noun,countable,/ˈɡiːzər/,A colloquial British word for a confident or streetwise man.,Dhar and Jake were legendary geezers and lovely guys.,The pub was full of old geezers watching the football.,He is a proper London geezer.,C1
AllEnglish::LEP::P082,cool dude,noun,countable,/kuːl djuːd/,An informal way of describing interesting or popular men.,I remember thinking you guys were cool dudes.,I wanted to hang out with the cool dudes in bands.,He thinks he is a really cool dude.,B2
AllEnglish::LEP::P082,in the sticks,adverb,idiom,/ɪn ðə stɪks/,In a remote rural area far from cities.,It's right out in the sticks as we say.,My grandparents live out in the sticks.,I wouldn't want to live in the sticks.,C1
AllEnglish::LEP::P082,take the piss out of,verb,idiom,/teɪk ðə pɪs aʊt ɒv/,To mock tease or make fun of someone.,He took it a bit like she's taking the piss out of me.,My friends are always taking the piss out of me.,Don't get upset because he's just taking the piss.,C1
AllEnglish::LEP::P082,wicked,adjective,slang,/ˈwɪkɪd/,Excellent exciting or very enjoyable.,Other times it was just wicked and brilliant.,That concert was absolutely wicked.,They had a wicked party last weekend.,B2
AllEnglish::LEP::P082,mate,noun,countable,/meɪt/,Friends or people you know well.,You'd just bump into all your mates.,I went on holiday with a few mates from university.,He is my best mate.,A2
AllEnglish::LEP::P082,occasional,adjective,attributive,/əˈkeɪʒənəl/,Happening or done sometimes but not often.,We have the occasional World Cup episode.,He enjoys an occasional glass of wine.,I take the occasional trip to London.,B2
AllEnglish::LEP::P082,cater to,verb,phrasal verb,/ˈkeɪtər tuː/,To provide what is needed or desired by a specific group.,These episodes are designed to cater to the typical listener.,The hotel caters to families with children.,This software caters to small businesses.,C1
AllEnglish::LEP::P082,recap,verb,transitive,/ˈriːkæp/,To repeat or give a summary of what has already been said.,If you want to recap what you have heard.,Let me quickly recap the main points.,At the end of the meeting the manager recapped the plan.,B2
AllEnglish::LEP::P082,consolidate,verb,transitive,/kənˈsɒlɪdeɪt/,To make your knowledge or skills stronger and more secure.,The exercises will help consolidate what you have learned.,We need to consolidate our market position.,Reviewing your notes helps consolidate your memory.,C1
AllEnglish::LEP::P082,reminisce,verb,intransitive,/ˌremɪˈnɪs/,To talk or think about past experiences with pleasure.,We spent quite a lot of time reminiscing about the days at college.,They gathered to reminisce about their childhood.,My grandfather loves to reminisce about the war.,C1
AllEnglish::LEP::P082,incorporate,verb,transitive,/ɪnˈkɔːpəreɪt/,To include something as part of something else.,Use the discussion questions to incorporate this vocabulary.,We will incorporate your feedback into the new design.,The new system incorporates several advanced features.,C1
AllEnglish::LEP::P082,consciously,adverb,adverb of manner,/ˈkɒnʃəsli/,In a way that involves noticing that you are doing something.,You move towards it without consciously deciding to.,I consciously tried to speak slower.,She consciously avoided mentioning his name.,B2
AllEnglish::LEP::P082,obstacle,noun,countable,/ˈɒbstəkəl/,Something that blocks your way or hinders progress.,To create psychological obstacles that prevent you from expressing yourself.,Lack of money is a major obstacle to our plan.,He overcame many obstacles to achieve his goals.,B2
AllEnglish::LEP::P082,gesture,noun,countable,/ˈdʒestʃər/,A movement of the hands or head to express an idea.,Help you communicate with hand gestures.,He made a rude gesture at the driver.,She communicated entirely through gestures.,B2
AllEnglish::LEP::P082,streetwise,adjective,descriptive,/ˈstriːtwaɪz/,Having the knowledge needed to survive in modern city life.,A word for men suggesting they are streetwise.,You need to be streetwise to live in this neighborhood.,The streetwise teenager knew how to avoid trouble.,C1
AllEnglish::LEP::P082,colloquial,adjective,descriptive,/kəˈləʊkwiəl/,Used in ordinary or familiar conversation rather than formal speech.,A colloquial British word for men.,The phrase is highly colloquial.,Try to understand colloquial expressions when watching movies.,C1
AllEnglish::LEP::P082,flirty,adjective,descriptive,/ˈflɜːti/,Behaving in a way that suggests sexual attraction.,She pointed that out in a flirty way.,He sent her a flirty text message.,The conversation became quite flirty.,B2
AllEnglish::LEP::P082,scarce,adjective,descriptive,/skeəs/,Not easy to find or get.,Resources were scarce after the Second World War.,Food and clean water were becoming scarce.,Skilled workers are scarce in this industry.,C1
AllEnglish::LEP::P082,metaphor,noun,countable,/ˈmetəfər/,A figure of speech where a word represents something else.,The metaphor suggests standing right at the edge of something.,Life is a journey is a common metaphor.,The writer uses the ocean as a metaphor for grief.,B2
AllEnglish::LEP::P082,unintentionally,adverb,adverb of manner,/ˌʌnɪnˈtenʃənəli/,In a way that is not done on purpose.,To move gradually and often unintentionally into another career.,I unintentionally deleted the file.,She unintentionally offended her host.,C1
AllEnglish::LEP::P082,evolve,verb,intransitive,/ɪˈvɒlv/,To develop gradually over time.,Things simply evolved naturally over time.,The company has evolved into a major tech corporation.,Languages evolve constantly.,B2
AllEnglish::LEP::P082,quick-witted,adjective,descriptive,/ˌkwɪk ˈwɪtɪd/,Able to reply in a clever or funny way without thinking long.,Banter involves quick-witted remarks.,He is a quick-witted comedian.,You have to be quick-witted to win this debate.,C1
AllEnglish::LEP::P082,affectionately,adverb,adverb of manner,/əˈfekʃənətli/,In a way that shows liking or love.,It is usually said affectionately rather than as a criticism.,She smiled affectionately at him.,He spoke affectionately about his hometown.,B2
AllEnglish::LEP::P082,mildly,adverb,adverb of degree,/ˈmaɪldli/,Slightly or not severely.,It is informal and mildly rude.,I was mildly surprised by the news.,The film is mildly entertaining.,B2
AllEnglish::LEP::P082,threshold,noun,countable,/ˈθreʃhəʊld/,The level or point at which you start to experience something.,To be at the threshold of success.,We are on the threshold of a new era.,He has a high pain threshold.,C1
AllEnglish::LEP::P082,brink,noun,countable,/brɪŋk/,The point where a new or different situation is about to begin.,To be on the brink of disaster.,Scientists are on the brink of a major discovery.,The species is on the brink of extinction.,C1
AllEnglish::LEP::P082,verge,noun,countable,/vɜːdʒ/,The edge or border of something.,To be on the verge of success.,She was on the verge of crying.,The company is on the verge of bankruptcy.,C1
AllEnglish::LEP::P082,improvise,verb,intransitive,/ˈɪmprəvaɪz/,To make or do something without preparation.,We had to improvise with the materials we had.,The actor forgot his lines and had to improvise.,If it rains we will just have to improvise.,C1
AllEnglish::LEP::P082,back someone,verb,phrase,/bæk ˈsʌmwʌn/,To give support or financial help to someone.,They decided to back him even though it was risky.,The bank refused to back the project.,I will back you all the way.,C1
AllEnglish::LEP::P082,gamble on,verb,phrasal verb,/ˈɡæmbəl ɒn/,To take a risk hoping for a good result.,They decided to gamble on an unknown artist.,I wouldn't gamble on the weather staying dry.,We are gambling on the success of this new product.,C1
AllEnglish::LEP::P082,hinder,verb,transitive,/ˈhɪndər/,To limit the ability of someone to do something.,Emotional barriers hinder progress.,Heavy rain hindered the rescue efforts.,His lack of experience hindered his career.,C1
AllEnglish::LEP::P082,stiffen up,verb,phrasal verb,/ˈstɪfən ʌp/,To become rigid or less relaxed.,I stiffen up when I have to speak in public.,His muscles stiffened up after the long run.,She stiffened up when she heard the bad news.,C1
AllEnglish::LEP::P082,work up,verb,phrasal verb,/wɜːk ʌp/,To become angry or upset.,Don't get worked up over such a small thing.,He worked himself up into a panic.,It's easy to get worked up before an exam.,B2
AllEnglish::LEP::P082,convey,verb,transitive,/kənˈveɪ/,To make ideas or feelings known to someone.,To convey an idea successfully.,Words cannot convey how grateful I am.,The painting conveys a sense of isolation.,C1
AllEnglish::LEP::P082,acquaint,verb,transitive,/əˈkweɪnt/,To make someone aware of or familiar with.,To become acquainted with a person.,Please acquaint yourself with the safety procedures.,I am not acquainted with his work.,C1
AllEnglish::LEP::P082,entourage,noun,countable,/ˈɒntʊrɑːʒ/,A group of people attending or surrounding an important person.,The celebrity arrived with his entire entourage.,The president and his entourage traveled in armored cars.,She never goes anywhere without her entourage.,C1
AllEnglish::LEP::P082,groupie,noun,countable,/ˈɡruːpi/,A fan who follows a rock band or celebrity everywhere.,She used to be a groupie for a famous band.,The musicians were surrounded by groupies.,He enjoyed the attention of his groupies.,C1
AllEnglish::LEP::P082,transition,verb,intransitive,/trænˈzɪʃən/,To change from one state or condition to another.,To transition from engineering into teaching.,The company is transitioning to a remote work model.,He transitioned smoothly into his new role.,C1
AllEnglish::LEP::P082,mock,verb,transitive,/mɒk/,To laugh at someone in an unkind way.,To mock tease or make fun of someone.,They mocked him for his accent.,It is cruel to mock people who are struggling.,B2
AllEnglish::LEP::P082,poke fun at,verb,phrase,/pəʊk fʌn æt/,To make someone seem ridiculous by joking about them.,Friends often poke fun at each other.,He likes to poke fun at himself.,The comedian pokes fun at politicians.,C1
AllEnglish::LEP::P082,tease,verb,transitive,/tiːz/,To laugh at someone or say unkind things playfully.,He takes it a bit like she's teasing me.,The other children used to tease him about his glasses.,I was just teasing you.,B2
AllEnglish::LEP::P082,remote,adjective,descriptive,/rɪˈməʊt/,Far away in distance.,In a remote rural area far from cities.,They live in a remote mountain village.,The chances of success are very remote.,B2
AllEnglish::LEP::P082,convenience,noun,countable,/kənˈviːniəns/,Something that is suitable for your purposes and needs.,Far away from cities and modern conveniences.,I enjoy the convenience of living near a supermarket.,We bought this house for its convenience.,B2
AllEnglish::LEP::P082,legendary,adjective,descriptive,/ˈledʒəndəri/,Very famous and talked about a lot.,Dhar and Jake were legendary geezers.,The band's live performances are legendary.,He is a legendary figure in the music industry.,B2
AllEnglish::LEP::P082,witty,adjective,descriptive,/ˈwɪti/,Using words in a clever and funny way.,Mad banter involves witty conversation.,He is a very witty speaker.,She gave a witty reply to the journalist.,B2
AllEnglish::LEP::P082,bloke,noun,countable,/bləʊk/,An informal British word for a man.,He is a really nice bloke once you get to know him.,I saw some bloke acting suspiciously.,He's an ordinary bloke.,B2
AllEnglish::LEP::P082,chap,noun,countable,/tʃæp/,A man or boy.,He is a friendly old chap.,Come on chaps let's go.,That chap over there is my uncle.,B2
AllEnglish::LEP::P082,lad,noun,countable,/læd/,A boy or young man.,He was just a lad when he started working.,The lads are going to the pub tonight.,He's a good lad.,B2
AllEnglish::LEP::P082,in-crowd,noun,singular,/ˈɪn kraʊd/,A small group of people who are famous or popular.,They are the trendy people in the in-crowd.,She always wanted to be part of the in-crowd.,The in-crowd ignores anyone who isn't cool.,C1
AllEnglish::LEP::P082,rural,adjective,descriptive,/ˈrʊərəl/,In or relating to the countryside.,They live in a remote rural area.,The rural landscape is beautiful.,Rural communities often lack funding.,B2
AllEnglish::LEP::P082,awesome,adjective,descriptive,/ˈɔːsəm/,Extremely good or impressive.,Other times it was just brilliant and awesome.,We had an awesome time at the festival.,The view from the top is awesome.,B2
AllEnglish::LEP::P082,buddy,noun,countable,/ˈbʌdi/,A close friend.,He is my best buddy.,I'm going fishing with some buddies.,Thanks for helping me out buddy.,B2
AllEnglish::LEP::P082,companion,noun,countable,/kəmˈpænjən/,A person you spend a lot of time with.,He has been a loyal companion for years.,She was my traveling companion.,Dogs make wonderful companions.,B2
AllEnglish::LEP::P082,pal,noun,countable,/pæl/,A friend.,We have been pals since childhood.,Listen pal you need to calm down.,She is an old school pal.,B2
AllEnglish::LEP::P082,street-smart,adjective,descriptive,/ˈstriːt smɑːt/,Having the knowledge and experience to survive in cities.,He grew up poor and is very street-smart.,You need to be street-smart to run a business here.,She is tough and street-smart.,C1
AllEnglish::LEP::P082,boonies,noun,plural,/ˈbuːniz/,A rough rural region far away from cities.,They live out in the boonies.,We got completely lost in the boonies.,He moved out to the boonies to escape the city.,C1
AllEnglish::LEP::P082,out of the blue,adverb,idiom,/aʊt ɒv ðə bluː/,Without warning or unexpectedly.,My old friend contacted me completely out of the blue.,The decision came totally out of the blue.,He arrived at the house out of the blue.,C1
