#separator:comma
#html:true
#notetype:COCA-English
#deck column:1
#tags column:13
LEP-English::P06,straightforward thinking,8h9i0j1k,28,adjective + noun,,/streɪtˈfɔːwəd ˈθɪŋkɪŋ/,,"Direct and uncomplicated reasoning","We need more straightforward thinking","His straightforward thinking solved the problem","Straightforward thinking is sometimes best",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,meandering music,9i0j1k2l,29,adjective + noun,,/miˈændərɪŋ ˈmjuːzɪk/,,"Music that wanders or lacks clear direction","The song had a meandering music style","They played meandering music","The meandering music created atmosphere",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,what kind of gear,0j1k2l3m,30,noun phrase,,/wɒt kaɪnd əv ɡɪə/,,"What type of equipment","What kind of gear do you need?","Tell me what kind of gear you use","What kind of gear should I bring?",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,valuable,1k2l3m4n,31,adjective,,/ˈvæljuəbl/,,"Worth a lot of money or very useful","The information is very valuable","She gave some valuable advice","These are valuable resources",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,feasible,2l3m4n5o,32,adjective,,/ˈfiːzəbl/,,"Possible to do; practicable","The project seems feasible","It's a feasible solution","The plan is technically feasible",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,antagonistic,3m4n5o6p,33,adjective,,/ænˌtæɡəˈnɪstɪk/,,"Showing or feeling opposition or hostility","He had an antagonistic attitude","Don't be antagonistic","The response was rather antagonistic",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,impressive,4n5o6p7q,34,adjective,,/ɪmˈpresɪv/,,"Evoking admiration through size, quality, or skill","That's an impressive achievement","Her performance was impressive","The building is quite impressive",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,be delighted to,5o6p7q8r,35,phrase,,/bi dɪˈlaɪtɪd tuː/,,"To be very pleased to do something","I'm delighted to meet you","She was delighted to help","They were delighted to accept",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,absolutely gorgeous,6p7q8r9s,36,adverb + adjective,,/ˈæbsəluːtli ˈɡɔːdʒəs/,,"Extremely beautiful or attractive","The view was absolutely gorgeous","She looked absolutely gorgeous","That dress is absolutely gorgeous",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,be worth doing,7q8r9s0t,37,phrase,,/bi wɜːθ ˈduːɪŋ/,,"To be valuable or beneficial enough to do","The project is worth doing","This course is worth doing","The extra effort is worth doing",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,interactive displays,8r9s0t1u,38,adjective + noun,,/ˌɪntərˈæktɪv dɪsˈpleɪz/,,"Exhibits that respond to user input","The museum has interactive displays","Children love interactive displays","They created new interactive displays",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,politically correct,9s0t1u2v,39,adjective phrase,,/pəˈlɪtɪkli kəˈrekt/,,"Avoiding language or behavior that could be offensive","Try to be politically correct","The term isn't politically correct","She used politically correct language",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,rough sleeper,0t1u2v3w,40,noun phrase,,/rʌf ˈsliːpə/,,"A homeless person who sleeps outdoors","Help for rough sleepers","The number of rough sleepers has increased","Support services for rough sleepers",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,rise sharply,1u2v3w4x,41,verb phrase,,/raɪz ˈʃɑːpli/,,"To increase suddenly and steeply","Prices rose sharply","The temperature rose sharply","Sales rose sharply last month",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,slightly more,2v3w4x5y,42,adverb phrase,,/ˈslaɪtli mɔː/,,"A bit more; somewhat more","It's slightly more expensive","The new version is slightly more efficient","He's slightly more confident now",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,impressive performance,3w4x5y6z,43,adjective + noun,,/ɪmˈpresɪv pəˈfɔːməns/,,"A very good or notable achievement","It was an impressive performance","She gave an impressive performance","The team's impressive performance",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,be doable but,4x5y6z7a,44,phrase,,/bi ˈduːəbl bʌt/,,"To be possible to achieve despite limitations","It's doable but challenging","The timeline is doable but tight","The project is doable but expensive",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,meandering canyon,5y6z7a8b,45,adjective + noun,,/miˈændərɪŋ ˈkænjən/,,"A winding valley with steep sides","The meandering canyon path","They explored the meandering canyon","Following the meandering canyon trail",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,inhibit ability,6z7a8b9c,46,verb phrase,,/ɪnˈhɪbɪt əˈbɪləti/,,"To restrict or prevent capability","Stress can inhibit ability","The rules inhibit ability to innovate","Fear can inhibit ability to perform",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,cooking techniques,7a8b9c0d,47,noun phrase,,/ˈkʊkɪŋ tekˈniːks/,,"Methods used in food preparation","Learn new cooking techniques","Advanced cooking techniques","Traditional cooking techniques",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,tiny space,8b9c0d1e,48,adjective + noun,,/ˈtaɪni speɪs/,,"A very small area","Working in a tiny space","They lived in a tiny space","Making the most of a tiny space",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,tell stories,9c0d1e2f,49,verb phrase,,/tel ˈstɔːriz/,,"To narrate or recount tales","She loves to tell stories","They tell stories about their travels","Let me tell stories about the old days",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,epic hiking trails,0d1e2f3g,50,adjective + noun phrase,,/ˈepɪk ˈhaɪkɪŋ treɪlz/,,"Impressive or challenging walking paths","Discover epic hiking trails","The most epic hiking trails","Following epic hiking trails",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,tour guide,1e2f3g4h,51,noun phrase,,/tʊə ɡaɪd/,,"Person who shows tourists around","The tour guide was knowledgeable","Book a tour guide","Following the tour guide",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,get safely through,2f3g4h5i,52,verb phrase,,/ɡet ˈseɪfli θruː/,,"To pass without harm or danger","To get safely through the storm","They got safely through the crisis","Help people get safely through",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,rear entrance,3g4h5i6j,53,noun phrase,,/rɪə ˈentrəns/,,"Back entrance or entry point","Use the rear entrance","The rear entrance was locked","Find the rear entrance",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,inhibit our ability,4h5i6j7k,54,verb phrase,,/ɪnˈhɪbɪt ˈaʊər əˈbɪləti/,,"To restrict our capability","Stress can inhibit our ability","Fear inhibits our ability","Don't let it inhibit our ability",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,cooking techniques,5i6j7k8l,55,noun phrase,,/ˈkʊkɪŋ tekˈniːks/,,"Methods of food preparation","Learn new cooking techniques","Improve your cooking techniques","Master cooking techniques",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,lovely people,6j7k8l9m,56,adjective + noun,,/ˈlʌvli ˈpiːpl/,,"Nice or pleasant individuals","You lovely people","Meeting lovely people","Such lovely people",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,premium subscriber,7k8l9m0n,57,noun phrase,,/ˈpriːmiəm səbˈskraɪbə/,,"Person who pays for enhanced service","Become a premium subscriber","Benefits for premium subscribers","Thank you premium subscribers",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,radiant and luxurious,8l9m0n1o,58,adjective phrase,,/ˈreɪdiənt ænd ˈlʌkʃəriəs/,,"Bright, glowing and very comfortable","A radiant and luxurious lifestyle","The radiant and luxurious decor","Feel radiant and luxurious",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,draw from,9m0n1o2p,59,phrasal verb,,/drɔː frɒm/,,"To take or get from a source","Draw from experience","We can draw from many examples","Drawing from various sources",LEP-English::2022.09.01 LEP-English::P06
LEP-English::P06,worth presenting,0n1o2p3q,60,adjective phrase,,/wɜːθ prɪˈzentɪŋ/,,"Deserving to be shown or displayed","The findings are worth presenting","Ideas worth presenting","Material worth presenting",LEP-English::2022.09.01 LEP-English::P06 
