#separator:comma
#html:true
#notetype:COCA-English
#deck column:1
#tags column:13
LEP-English::P05,preach to the converted,1a2b3c4d,31,idiom,,/priːtʃ tuː ðə kənˈvɜːtɪd/,,"To try to persuade people who are already convinced","I'm probably preaching to the converted here","No need to preach to the converted","He's just preaching to the converted",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,jump on board,2b3c4d5e,32,phrasal verb,,/dʒʌmp ɒn bɔːd/,,"To join or become involved in something","Jump on board and get involved","New listeners can jump on board","They jumped on board with the idea",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,get involved in,3c4d5e6f,33,phrasal verb,,/ɡet ɪnˈvɒlvd ɪn/,,"To actively participate in something","Get involved in the discussion","She got involved in local politics","They got involved in community projects",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,stomping ground,4d5e6f7g,34,noun phrase,,/ˈstɒmpɪŋ ɡraʊnd/,,"A place frequently visited or inhabited","This is our old stomping ground","That pub was my stomping ground","The park was their stomping ground",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,count me in,5e6f7g8h,35,expression,,/kaʊnt miː ɪn/,,"Include me in the activity","Count me in for the party","If you're going, count me in","Count me in on this project",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,wrap up,6f7g8h9i,36,phrasal verb,,/ræp ʌp/,,"To finish or conclude something","Let's wrap up this meeting","Time to wrap up the discussion","She wrapped up her presentation",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,old news,7g8h9i0j,37,expression,,/əʊld njuːz/,,"Information that is no longer current or interesting","That story is old news now","The scandal is old news","It's old news, nobody cares anymore",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,outclass,8h9i0j1k,38,verb,,/aʊtˈklɑːs/,,"To be clearly superior to","They completely outclassed us","The team was outclassed","She outclassed all other candidates",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,made of tough stuff,9i0j1k2l,39,expression,,/meɪd əv tʌf stʌf/,,"Having strong character or resilience","She's made of tough stuff","You're made of tough stuff","They're made of tough stuff",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,soldier on,0j1k2l3m,40,phrasal verb,,/ˈsəʊldʒə ɒn/,,"To persist despite difficulties","We must soldier on","She soldiered on despite illness","They soldiered on through hard times",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,overcome,1k2l3m4n,41,verb,,/ˌəʊvəˈkʌm/,,"To succeed in dealing with a problem or difficulty","She overcame her fears","They overcame all obstacles","He overcame the challenge",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,breathe a sigh of relief,2l3m4n5o,42,idiom,,/briːð ə saɪ əv rɪˈliːf/,,"To feel relieved after a difficult situation","We breathed a sigh of relief","She breathed a sigh of relief","Everyone breathed a sigh of relief",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,own goal,3m4n5o6p,43,noun phrase,,/əʊn ɡəʊl/,,"A goal scored against one's own team","It was an unfortunate own goal","They lost due to an own goal","The own goal changed the game",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,debatable,4n5o6p7q,44,adjective,,/dɪˈbeɪtəbl/,,"Open to discussion or argument","That's highly debatable","The decision was debatable","It's debatable whether that's true",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,biased,5o6p7q8r,45,adjective,,/ˈbaɪəst/,,"Unfairly prejudiced for or against something","The referee was biased","That's a biased opinion","The media can be biased",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,feel crushed,6p7q8r9s,46,verb phrase,,/fiːl krʌʃt/,,"To feel completely devastated or demoralized","They felt crushed after losing","She felt crushed by the rejection","He felt crushed when he heard the news",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,take over,7q8r9s0t,47,phrasal verb,,/teɪk ˈəʊvə/,,"To assume control or responsibility","The new manager took over","They took over the company","She took over the project",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,overtake,8r9s0t1u,48,verb,,/ˌəʊvəˈteɪk/,,"To catch up with and pass while moving","The car overtook us","She overtook the leader","They overtook their competitors",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,hijack,9s0t1u2v,49,verb,,/ˈhaɪdʒæk/,,"To take control of something by force","Pirates hijacked the ship","Terrorists tried to hijack the plane","The meeting was hijacked by other issues",LEP-English::2022.06.01 LEP-English::P05
LEP-English::P05,merger and acquisition,0t1u2v3w,50,noun phrase,,/ˈmɜːdʒə ænd ˌækwɪˈzɪʃən/,,"The combining of two companies or the buying of one by another","The merger and acquisition was completed","They specialize in mergers and acquisitions","The merger and acquisition process was complex",LEP-English::2022.06.01 LEP-English::P05
