#separator:comma
#html:true
#notetype:Exercise
#deck column:1
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","Some nouns have irregular plural forms.","Write the plural: a rich man -> ___","rich men","","'Man' is an irregular noun; it changes to 'men' in the plural.","/rɪtʃ mɛn/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","Some nouns have irregular plural forms.","Write the plural: one foot -> two ___","feet","","'Foot' is an irregular noun; it changes to 'feet' in the plural.","/fiːt/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","If a noun ends in -ch, -sh, -s, or -x, add -es.","Write the plural: an expensive watch -> ___","expensive watches","","Add 'es' because 'watch' ends in '-ch'.","/ɪkˈspɛnsɪv wɒtʃɪz/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","Add -s to form the plural of most nouns.","Write the plural: a new phone -> ___","new phones","","Add 's' to the end of the word (regular plural).","/nuː foʊnz/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","Add -s to form the plural of most nouns.","Write the plural: a nice photograph -> ___","nice photographs","","Add 's' to the end of the word (regular plural).","/naɪs ˈfoʊtəˌgræfs/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","If a noun ends in -s, -ss, -sh, -ch, or -x, add -es.","Write the plural: One glass of wine -> two ___ of wine","glasses","","Add 'es' because 'glass' ends in '-ss'.","/ˈglæsɪz/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","If a noun ends in -s, -ss, -sh, -ch, or -x, add -es.","Write the plural: bus -> ___","buses","","Add 'es' because the word ends in '-s'.","/ˈbʌsɪz/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","If a noun ends in consonant + -y, change -y to -ies.","Write the plural: nice family -> ___","nice families","","Remove the 'y' and add 'ies' because there is a consonant (l) before the 'y'.","/naɪs ˈfæmɪliz/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","Some nouns have irregular plural forms.","Write the plural: Italian child -> ___","Italian children","","'Child' is an irregular noun; it changes to 'children' in the plural.","/ɪˈtæljən ˈtʃɪldrən/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","Some nouns have irregular plural forms (change of vowel).","Write the plural: strong tooth -> ___","strong teeth","","'Tooth' is an irregular noun; it changes to 'teeth' in the plural.","/strɒŋ tiːθ/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","If a noun ends in -s, -ss, -sh, -ch, or -x, add -es.","Write the plural: nice dress -> ___","nice dresses","","Add 'es' because 'dress' ends in '-ss'.","/naɪs ˈdrɛsɪz/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","Add -s to form the plural of most nouns.","Write the plural: uniform -> ___","uniforms","","Add 's' to the end of the word (regular plural).","/ˈjuːnɪfɔːrmz/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","Add -s to form the plural of most nouns.","Write the plural: amazing website -> ___","amazing websites","","Add 's' to the end of the word (regular plural).","/əˈmeɪzɪŋ ˈwɛbˌsaɪts/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","Add -s to form the plural of most nouns.","Write the plural: elephant -> ___","elephants","","Add 's' to the end of the word (regular plural).","/ˈɛlɪfənts/"
"Exercises::A/an, plurals: Singular and plural forms","A/an, plurals: Singular and plural forms","If a noun ends in consonant + -y, change -y to -ies.","Write the plural: empty library -> ___","empty libraries","","Remove the 'y' and add 'ies' because there is a consonant (r) before the 'y'.","/ˈɛmpti ˈlaɪbrəriz/"
