#separator:comma
#html:true
#notetype:COCA-English
#deck column:1
#tags column:13
LEP-English::P07,although + clause,8v9w0x1y,68,conjunction,,/ɔːlˈðəʊ klɔːz/,,"Introducing contrast","Although it's late","Although she tried","Although they left",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,even though + clause,9w0x1y2z,69,conjunction,,/ˈiːvən ðəʊ klɔːz/,,"Strong contrast","Even though it's difficult","Even though she's busy","Even though they're tired",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,as long as + clause,0x1y2z3a,70,conjunction,,/æz lɒŋ æz klɔːz/,,"Conditional","As long as you try","As long as it works","As long as they help",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,provided that + clause,1y2z3a4b,71,conjunction,,/prəˈvaɪdɪd ðæt klɔːz/,,"Conditional","Provided that you study","Provided that it's ready","Provided that they agree",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,unless + clause,2z3a4b5c,72,conjunction,,/ʌnˈles klɔːz/,,"Negative condition","Unless you help","Unless it rains","Unless they come",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,in case + clause,3a4b5c6d,73,conjunction,,/ɪn keɪs klɔːz/,,"Precaution","In case it rains","In case she calls","In case they need help",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,rather than + verb,4b5c6d7e,74,conjunction,,/ˈrɑːðə ðæn vɜːb/,,"Preference","Rather than wait","Rather than study","Rather than work",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,due to + noun,5c6d7e8f,75,preposition,,/djuː tuː naʊn/,,"Because of","Due to the weather","Due to the delay","Due to the problem",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,owing to + noun,6d7e8f9g,76,preposition,,/ˈəʊɪŋ tuː naʊn/,,"Because of","Owing to the rain","Owing to the situation","Owing to the changes",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,in spite of + noun,7e8f9g0h,77,preposition,,/ɪn spaɪt əv naʊn/,,"Despite something","In spite of the difficulties","In spite of the weather","In spite of the problems",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,according to + noun,8f9g0h1i,78,preposition,,/əˈkɔːdɪŋ tuː naʊn/,,"As stated by","According to the rules","According to the teacher","According to the book",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,by means of + noun,9g0h1i2j,79,preposition,,/baɪ miːnz əv naʊn/,,"Using something","By means of technology","By means of practice","By means of study",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,in terms of + noun,0h1i2j3k,80,preposition,,/ɪn tɜːmz əv naʊn/,,"Regarding","In terms of quality","In terms of price","In terms of time",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,with regard to + noun,1i2j3k4l,81,preposition,,/wɪð rɪˈɡɑːd tuː naʊn/,,"Concerning","With regard to the plan","With regard to the changes","With regard to the issue",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,in addition to + noun,2j3k4l5m,82,preposition,,/ɪn əˈdɪʃən tuː naʊn/,,"As well as","In addition to the work","In addition to the cost","In addition to the time",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,apart from + noun,3k4l5m6n,83,preposition,,/əˈpɑːt frəm naʊn/,,"Except for","Apart from the price","Apart from the weather","Apart from the delay",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,as opposed to + noun,4l5m6n7o,84,preposition,,/æz əˈpəʊzd tuː naʊn/,,"In contrast to","As opposed to last time","As opposed to the others","As opposed to the plan",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,contrary to + noun,5m6n7o8p,85,preposition,,/ˈkɒntrəri tuː naʊn/,,"Against","Contrary to expectations","Contrary to the rules","Contrary to belief",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,regardless of + noun,6n7o8p9q,86,preposition,,/rɪˈɡɑːdləs əv naʊn/,,"Without considering","Regardless of the cost","Regardless of the time","Regardless of the weather",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,prior to + noun,7o8p9q0r,87,preposition,,/ˈpraɪə tuː naʊn/,,"Before","Prior to the meeting","Prior to the event","Prior to the change",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,subsequent to + noun,8p9q0r1s,88,preposition,,/ˈsʌbsɪkwənt tuː naʊn/,,"Following","Subsequent to the decision","Subsequent to the changes","Subsequent to the meeting",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,subject to + noun,9q0r1s2t,89,preposition,,/ˈsʌbdʒekt tuː naʊn/,,"Dependent on","Subject to approval","Subject to change","Subject to conditions",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,with respect to + noun,0r1s2t3u,90,preposition,,/wɪð rɪˈspekt tuː naʊn/,,"Regarding","With respect to the plan","With respect to the changes","With respect to the issue",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,on behalf of + noun,1s2t3u4v,91,preposition,,/ɒn bɪˈhɑːf əv naʊn/,,"Representing","On behalf of the team","On behalf of the company","On behalf of the group",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,by virtue of + noun,2t3u4v5w,92,preposition,,/baɪ ˈvɜːtʃuː əv naʊn/,,"Because of a quality","By virtue of experience","By virtue of position","By virtue of skill",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,in light of + noun,3u4v5w6x,93,preposition,,/ɪn laɪt əv naʊn/,,"Considering","In light of the facts","In light of the situation","In light of the evidence",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,in view of + noun,4v5w6x7y,94,preposition,,/ɪn vjuː əv naʊn/,,"Considering","In view of the circumstances","In view of the changes","In view of the problems",LEP-English::2022.06.01 LEP-English::P07
LEP-English::P07,by way of + noun,5w6x7y8z,95,preposition,,/baɪ weɪ əv naʊn/,,"As a form of","By way of example","By way of introduction","By way of explanation",LEP-English::2022.06.01 LEP-English::P07 
